"ASV","contaminant","p_prev"
"ASV_884",FALSE,NA
"ASV_885",FALSE,NA
"ASV_886",FALSE,NA
"ASV_887",FALSE,NA
"ASV_888",FALSE,NA
"ASV_889",FALSE,NA
"ASV_890",FALSE,NA
"ASV_891",FALSE,NA
"ASV_892",FALSE,NA
"ASV_893",FALSE,NA
"ASV_894",FALSE,NA
"ASV_895",FALSE,NA
"ASV_896",FALSE,NA
"ASV_897",FALSE,NA
"ASV_898",FALSE,NA
"ASV_899",FALSE,NA
"ASV_900",FALSE,NA
"ASV_901",FALSE,NA
"ASV_902",FALSE,NA
"ASV_903",FALSE,NA
"ASV_904",FALSE,NA
"ASV_905",FALSE,NA
"ASV_906",FALSE,NA
"ASV_907",FALSE,NA
"ASV_908",FALSE,NA
"ASV_909",FALSE,NA
"ASV_910",FALSE,NA
"ASV_911",FALSE,NA
"ASV_912",FALSE,NA
"ASV_913",FALSE,NA
"ASV_914",FALSE,NA
"ASV_915",FALSE,NA
"ASV_916",FALSE,NA
"ASV_917",FALSE,NA
"ASV_918",FALSE,NA
"ASV_919",FALSE,NA
"ASV_920",FALSE,NA
"ASV_921",FALSE,NA
"ASV_922",FALSE,NA
"ASV_923",FALSE,NA
"ASV_924",FALSE,NA
"ASV_925",FALSE,NA
"ASV_926",FALSE,NA
"ASV_927",FALSE,NA
"ASV_928",FALSE,NA
"ASV_929",FALSE,NA
"ASV_930",FALSE,NA
"ASV_931",FALSE,NA
"ASV_932",FALSE,NA
"ASV_933",FALSE,NA
"ASV_934",FALSE,NA
"ASV_935",FALSE,NA
"ASV_936",FALSE,NA
"ASV_937",FALSE,NA
"ASV_938",FALSE,NA
"ASV_939",FALSE,NA
"ASV_940",FALSE,NA
"ASV_941",FALSE,NA
"ASV_942",FALSE,NA
"ASV_943",FALSE,NA
"ASV_944",FALSE,NA
"ASV_945",FALSE,NA
"ASV_946",FALSE,NA
"ASV_947",FALSE,NA
"ASV_948",FALSE,NA
"ASV_949",FALSE,NA
"ASV_950",FALSE,NA
"ASV_951",FALSE,NA
"ASV_952",FALSE,NA
"ASV_953",FALSE,NA
"ASV_954",FALSE,NA
"ASV_955",FALSE,NA
"ASV_956",FALSE,NA
"ASV_957",FALSE,NA
"ASV_958",FALSE,NA
"ASV_959",FALSE,NA
"ASV_960",FALSE,NA
"ASV_961",FALSE,NA
"ASV_962",FALSE,NA
"ASV_963",FALSE,NA
"ASV_964",FALSE,NA
"ASV_965",FALSE,NA
"ASV_966",FALSE,NA
"ASV_967",FALSE,NA
"ASV_968",FALSE,NA
"ASV_969",FALSE,NA
"ASV_970",FALSE,NA
"ASV_971",FALSE,NA
"ASV_972",FALSE,NA
"ASV_973",FALSE,NA
"ASV_974",FALSE,NA
"ASV_975",FALSE,NA
"ASV_976",FALSE,NA
"ASV_977",FALSE,NA
"ASV_978",FALSE,NA
"ASV_979",FALSE,NA
"ASV_980",FALSE,NA
"ASV_981",FALSE,NA
